ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,LotNumber,Unit_Cost,Value_On_Hand
V1.5EHSSG,VERTICAL 1500LT E/HEAVY SECONDS S/GREEN,SECONDS,0.00,RM,02032025RM733,0.0000,0.000000
V1.5HBL,VERTICAL 1500LT HEAVY BLUE,TANKS VERTICAL,0.00,RM,02032025RM734,0.0000,0.000000
V1.5HBLK,VERTICAL 1500LT HEAVY BLACK,TANKS VERTICAL,0.00,RM,02032025RM735,0.0000,0.000000
V1.5HDG,VERTICAL 1500LT HEAVY DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM736,0.0000,0.000000
V1.5HN,VERTICAL 1500LT HEAVY NATURAL,TANKS VERTICAL,-6.00,RM,02032025RM737,0.0000,0.000000
V1.5HSBLK,VERTICAL 1500LT HEAVY SECONDS BLACK,SECONDS,0.00,RM,02032025RM738,0.0000,0.000000
V1.5HSG,VERTICAL 1500LT HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM739,0.0000,0.000000
V1.5HSSG,VERTICAL 1500LT HEAVY SECONDS SAGE GREEN,SECONDS,0.00,RM,02032025RM740,0.0000,0.000000
V1.5HY,VERTICAL 1500LT HEAVY YELLOW,TANKS VERTICAL,0.00,RM,02032025RM741,0.0000,0.000000
V1.5MBLK,VERTICAL 1500LT MEDIUM BLACK,TANKS VERTICAL,0.00,RM,02032025RM742,0.0000,0.000000
V1.5MDG,VERTICAL 1500LT MEDIUM DARK GREEN,TANKS VERTICAL,-3.00,RM,02032025RM743,0.0000,0.000000
V1.5MN,VERTICAL 1500LT MEDIUM NATURAL,TANKS VERTICAL,-29.00,RM,02032025RM744,0.0000,0.000000
V1.5MSN,VERTICAL 1500LT MEDIUM SECONDS NATURAL,SECONDS,0.00,RM,02032025RM745,0.0000,0.000000
V1.5MSY,VERTICAL 1500LT MEDIUM SECONDS YELLOW,SECONDS,0.00,RM,02032025RM746,0.0000,0.000000
V1.5WB,VERTICAL 1500LT WATER BEIGE,TANKS VERTICAL,-1.00,RM,02032025RM747,0.0000,0.000000
V1.5WBL,VERTICAL 1500LT WATER BLUE,TANKS VERTICAL,0.00,RM,02032025RM748,0.0000,0.000000
V1.5WCB,VERTICAL 1500LT WATER COFFEE BROWN,TANKS VERTICAL,-9.00,RM,02032025RM749,0.0000,0.000000
V1.5WCBS,VERTICAL 1500LT WATER COFF BROWN SECONDS,SECONDS,-1.00,RM,02032025RM750,0.0000,0.000000
V1.5WDG,VERTICAL 1500LT WATER DARK GREEN,TANKS VERTICAL,-7.00,RM,02032025RM751,0.0000,0.000000
V1.5WDGS,VERTICAL 1500LT WATER DARK GREEN SECONDS,SECONDS,0.00,RM,02032025RM752,0.0000,0.000000
V1.5WGR,VERTICAL 1500LT WATER GREY,TANKS VERTICAL,0.00,RM,02032025RM753,0.0000,0.000000
V1.5WGRS,VERTICAL 1500LT WATER GREY SECONDS,SECONDS,0.00,RM,02032025RM754,0.0000,0.000000
V1.5WN,VERTICAL 1500LT WATER NATURAL,TANKS VERTICAL,0.00,RM,02032025RM755,0.0000,0.000000
V1.5WSG,VERTICAL 1500LT WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM756,0.0000,0.000000
V1.5WSGS,VERTICAL 1500LT WATER SAGE GREEN SECONDS,SECONDS,0.00,RM,02032025RM757,0.0000,0.000000
V10.0EH,VERTICAL 10 000LT EXTRA HEAVY,TANKS VERTICAL,0.00,RM,02032025RM758,0.0000,0.000000
V10.0EHSSG,V 10 000LT EXTRA HEAVY SECOND SAGE GREEN,SECONDS,0.00,RM,02032025RM759,0.0000,0.000000
V10.0HB,VERTICAL 10 000LT HEAVY BEIGE,TANKS VERTICAL,0.00,RM,02032025RM760,0.0000,0.000000
V10.0HBL,VERTICAL 10 000LT HEAVY BLUE,TANKS VERTICAL,0.00,RM,02032025RM761,0.0000,0.000000
V10.0HBO,VERTICAL 10 000L HEAVY BRONZE OLIVE,TANKS VERTICAL,-4.00,RM,02032025RM1315,0.0000,0.000000
V10.0HCB,VERTICAL 10000L HEAVY COFFEE BROWN,TANKS VERTICAL,-2.00,RM,02032025RM1415,0.0000,0.000000
V10.0HDG,VERTICAL 10 000LT HEAVY DARK GREEN,TANKS VERTICAL,-8.00,RM,02032025RM762,0.0000,0.000000
V10.0HGR,VERTICAL 10 000LT HEAVY GREY,TANKS VERTICAL,0.00,RM,02032025RM763,0.0000,0.000000
V10.0HJDG,VERTICAL 10 000LT HEAVY JOHN DEERE GREEN,TANKS VERTICAL,0.00,RM,02032025RM764,0.0000,0.000000
V10.0HN,VERTICAL 10 000LT HEAVY NATURAL,TANKS VERTICAL,-12.00,RM,02032025RM765,0.0000,0.000000
V10.0HS,VERTICAL 10 000LT HEAVY SECONDS,SECONDS,0.00,RM,02032025RM766,0.0000,0.000000
V10.0HSG,VERTICAL 10 000LT HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM767,0.0000,0.000000
V10.0MBL,VERTICAL 10 000LT MEDIUM BLUE,TANKS VERTICAL,-6.00,RM,02032025RM768,0.0000,0.000000
V10.0MDG,VERTICAL 10 000LT MEDIUM DARK GREEN,TANKS VERTICAL,-24.00,RM,02032025RM769,0.0000,0.000000
V10.0MHK,VERTICAL 10 000LT MEDIUM HENRED KHAKI,TANKS VERTICAL,0.00,RM,02032025RM770,0.0000,0.000000
V10.0MJDGS,VERTICAL 10000LT MEDIUM J/D GREEN SECOND,SECONDS,0.00,RM,02032025RM771,0.0000,0.000000
V10.0MJDGULTRA,VERTICAL 10 000LT MEDIUM J/D GREEN ULTRA,TANKS VERTICAL,0.00,RM,02032025RM772,0.0000,0.000000
V10.0MN,VERTICAL 10 000LT MEDIUM NATURAL,TANKS VERTICAL,-5.00,RM,02032025RM773,0.0000,0.000000
V10.0MR,VERTICAL 10 000LT MEDIUM RED,TANKS VERTICAL,0.00,RM,02032025RM774,0.0000,0.000000
V10.0MSG,VERTICAL 10 000LT MEDIUM SAGE GREEN,TANKS VERTICAL,-1.00,RM,02032025RM775,0.0000,0.000000
V10.0MSSG,V 10 000LT MEDIUM SECONDS SAGE GREEN,SECONDS,0.00,RM,02032025RM776,0.0000,0.000000
V10.0WB,VERTICAL 10 000LT WATER BEIGE,TANKS VERTICAL,-123.00,RM,02032025RM777,0.0000,0.000000
V10.0WBL,VERTICAL 10 000LT WATER BLUE,TANKS VERTICAL,-7.00,RM,02032025RM778,0.0000,0.000000
V10.0WBLK,VERTICAL 10 000LT WATER BLACK,TANKS VERTICAL,-3.00,RM,02032025RM779,0.0000,0.000000
V10.0WBO,VERTICAL 10 000L WATER BRONZE OLIVE,TANKS VERTICAL,-36.00,RM,02032025RM1323,0.0000,0.000000
V10.0WBR,VERTICAL 10 000LT WATER BROWN,TANKS VERTICAL,0.00,RM,02032025RM780,0.0000,0.000000
V10.0WBS,VERTICAL 10 000LT WATER BEIGE SECONDS,SECONDS,0.00,RM,02032025RM781,0.0000,0.000000
V10.0WCB,VERTICAL 10 000LT WATER COFFEE BROWN,TANKS VERTICAL,-72.00,RM,02032025RM782,0.0000,0.000000
V10.0WCG,VERTICAL 10 000LT WATER CAPE GREEN,TANKS VERTICAL,0.00,RM,02032025RM783,0.0000,0.000000
V10.0WCGR,VERTICAL 10 000LT WATER CHARCOAL GREY 29708,TANKS VERTICAL,-2.00,RM,02032025RM1384,0.0000,0.000000
V10.0WDG,VERTICAL 10 000LT WATER DARK GREEN,TANKS VERTICAL,-1198.00,RM,02032025RM784,0.0000,0.000000
V10.0WDGS,VERTICAL 10 000L WATER DARK GREEN SECOND,SECONDS,-3.00,RM,02032025RM1339,0.0000,0.000000
V10.0WGR,VERTICAL 10 000LT WATER GREY,TANKS VERTICAL,-194.00,RM,02032025RM785,0.0000,0.000000
V10.0WHK,VERTICAL 10 000LT WATER HENRED KHAKI,TANKS VERTICAL,0.00,RM,02032025RM786,0.0000,0.000000
V10.0WJDG,VERTICAL 10 000LT WATER J/D GREEN,TANKS VERTICAL,0.00,RM,02032025RM787,0.0000,0.000000
V10.0WN,VERTICAL 10 000LT WATER NATURAL,TANKS VERTICAL,-3.00,RM,02032025RM788,0.0000,0.000000
V10.0WPSG,VERTICAL 10 000LT WATER PIGMENT S/GREEN,TANKS VERTICAL,0.00,RM,02032025RM789,0.0000,0.000000
V10.0WR,VERTICAL 10 000LT WATER RED,TANKS VERTICAL,-1.00,RM,02032025RM790,0.0000,0.000000
V10.0WSG,VERTICAL 10 000LT WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM791,0.0000,0.000000
V10.0WSGSH,V 10 000LT WATER SAGE GREEN SECONDHAND,SECONDS,0.00,RM,02032025RM792,0.0000,0.000000
V10.0WSJDG,VERTICAL 10 000LT WATER SECONDS JD/GREEN,SECONDS,0.00,RM,02032025RM793,0.0000,0.000000
V10.0WSSG,VERTICAL 10 000LT WATER SECONDS S/GREEN,SECONDS,0.00,RM,02032025RM794,0.0000,0.000000
V10.0WY,VERTICAL 10 000LT WATER YELLOW,TANKS VERTICAL,0.00,RM,02032025RM795,0.0000,0.000000
V15.0EHY,VERTICAL 15 000LT EXTRA HEAVY YELLOW,TANKS VERTICAL,0.00,RM,02032025RM796,0.0000,0.000000
V15.0HBL,VERTICAL 15 000LT HEAVY BLUE,TANKS VERTICAL,0.00,RM,02032025RM797,0.0000,0.000000
V15.0HCB,VERTICAL 15000L HEAVY COFFEE BROWN,TANKS VERTICAL,-2.00,RM,02032025RM1414,0.0000,0.000000
V15.0HSG,VERTICAL 15 000LT HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM798,0.0000,0.000000
V15.0M,VERTICAL 15 000LT MEDIUM,TANKS VERTICAL,-2.00,RM,02032025RM799,21400.0000,-42800.000000
V15.0WB,VERTICAL 15 000LT WATER BEIGE,TANKS VERTICAL,-1.00,RM,02032025RM800,0.0000,0.000000
V15.0WBL,VERTICAL 15 000LT WATER BLUE,TANKS VERTICAL,0.00,RM,02032025RM801,0.0000,0.000000
V15.0WDG,VERTICAL 15 000LT WATER DARK GREEN,TANKS VERTICAL,-5.00,RM,02032025RM802,0.0000,0.000000
V15.0WGR,VERTICAL 15 000LT WATER GREY,TANKS VERTICAL,0.00,RM,02032025RM803,0.0000,0.000000
V2.0EH,VERTICAL 2000LT EXTRA HEAVY,TANKS VERTICAL,0.00,RM,02032025RM804,0.0000,0.000000
V2.0H,VERTICAL 2000LT HEAVY NATURAL,TANKS VERTICAL,0.00,RM,02032025RM805,0.0000,0.000000
V2.0MBL,VERTICAL 2000LT MEDIUM BLUE,TANKS VERTICAL,-1.00,RM,02032025RM806,0.0000,0.000000
V2.0MN,VERTICAL 2000LT MEDIUM NATURAL,TANKS VERTICAL,0.00,RM,02032025RM807,0.0000,0.000000
V2.0MSBL,VERTICAL 2000LT MEDIUM SECOND BLUE,SECONDS,0.00,RM,02032025RM808,0.0000,0.000000
V2.0MSG,VERTICAL 2000LT MEDIUM SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM809,0.0000,0.000000
V2.0WB,VERTICAL 2000LT WATER BEIGE,TANKS VERTICAL,-27.00,RM,02032025RM810,0.0000,0.000000
V2.0WBO,VERTICAL 2000LT WATER BRONZE OLIVE,TANKS VERTICAL,-3.00,RM,02032025RM1469,0.0000,0.000000
V2.0WBS,VERTICAL 2000LT WATER BEIGE SECONDS,SECONDS,0.00,RM,02032025RM811,0.0000,0.000000
V2.0WCB,VERTICAL 2000LT WATER COFFEE BROWN,TANKS VERTICAL,-22.00,RM,02032025RM812,0.0000,0.000000
V2.0WCBS,VERTICAL 2000LT WATER COFFEE BROWN SECON,SECONDS,0.00,RM,02032025RM813,0.0000,0.000000
V2.0WDG,VERTICAL 2000LT WATER DARK GREEN,TANKS VERTICAL,-35.00,RM,02032025RM814,0.0000,0.000000
V2.0WDGS,VERTICAL 2000LT WATER DARK GREEN SECONDS,SECONDS,0.00,RM,02032025RM815,0.0000,0.000000
V2.0WGR,VERTICAL 2000LT WATER GREY 816,TANKS VERTICAL,-26.00,RM,02032025RM816,0.0000,0.000000
V2.0WJDG,VERTICAL 2000LT WATER J/D GREEN,TANKS VERTICAL,-1.00,RM,02032025RM817,0.0000,0.000000
V2.0WN,VERTICAL 2000LT WATER NATURAL,TANKS VERTICAL,-3.00,RM,02032025RM818,0.0000,0.000000
V2.0WSG,VERTICAL 2000LT WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM819,0.0000,0.000000
V2.0WSGS,VERTICAL 2000LT WATER SAGE GREEN SECONDS,SECONDS,0.00,RM,02032025RM820,0.0000,0.000000
V2.2EHBLK,2.2 EXTRA HEAVY,TANKS VERTICAL,0.00,RM,02032025RM1466,0.0000,0.000000
V2.2HDG,VERTICAL 2200L HEAVY DARK GREEN,TANKS VERTICAL,-2.00,RM,02032025RM1459,0.0000,0.000000
V2.2HN,VERTICAL 2200LT HEAVY NATURAL,TANKS VERTICAL,-1.00,RM,02032025RM1413,0.0000,0.000000
V2.2HNS,VERTICAL 2200LT HEAVY NATURAL SECONDS,SECONDS,0.00,RM,02032025RM821,0.0000,0.000000
V2.2MN,VERTICAL 2200L MEDIUM NATURAL,TANKS VERTICAL,0.00,RM,02032025RM1408,0.0000,0.000000
V2.2WB,VERTICAL 2200LT WATER BEIGE,TANKS VERTICAL,-2.00,RM,02032025RM822,0.0000,0.000000
V2.2WBL,VERTICAL 2200LT WATER BLUE,TANKS VERTICAL,0.00,RM,02032025RM823,0.0000,0.000000
V2.2WCB,VERTICAL 2200LT WATER COFFEE BROWN,TANKS VERTICAL,-11.00,RM,02032025RM824,0.0000,0.000000
V2.2WCBS,VERTICAL 2200LT WATER COFFEE BRW SECONDS,SECONDS,0.00,RM,02032025RM825,0.0000,0.000000
V2.2WDG,VERTICAL 2200LT WATER DARK GREEN,TANKS VERTICAL,-16.00,RM,02032025RM826,0.0000,0.000000
V2.2WGR,VERTICAL 2200LT WATER GREY,TANKS VERTICAL,-1.00,RM,02032025RM827,0.0000,0.000000
V2.2WGRS,VERTICAL 2200LT WATER GREY SECONDS,SECONDS,0.00,RM,02032025RM828,0.0000,0.000000
V2.2WN,VERTICAL 2200LT WATER NATURAL,TANKS VERTICAL,0.00,RM,02032025RM829,0.0000,0.000000
V2.2WS,VERTICAL 2200LT WATER BEIGE SECONDS,SECONDS,0.00,RM,02032025RM830,0.0000,0.000000
V2.2WSG,VERTICAL 2200LT WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM831,0.0000,0.000000
V2.5EHBLK,VERTICAL 2500LT EXTRA HEAVY BLACK,TANKS VERTICAL,-1.00,RM,02032025RM832,0.0000,0.000000
V2.5EHDG,VERTICAL 2500LT EXTRA HEAVY DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM833,0.0000,0.000000
V2.5EHN,VERTICAL 2500LT EXTRA HEAVY NATURAL,TANKS VERTICAL,0.00,RM,02032025RM834,0.0000,0.000000
V2.5EHSG,VERTICAL 2500LT EXTRA HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM835,0.0000,0.000000
V2.5EHY,VERTICAL 2500LT EXTRA HEAVY YELLOW,TANKS VERTICAL,0.00,RM,02032025RM836,0.0000,0.000000
V2.5HB,VERTICAL 2500LT HEAVY BEIGE,TANKS VERTICAL,0.00,RM,02032025RM837,0.0000,0.000000
V2.5HBL,VERTICAL 2500LT HEAVY BLUE,TANKS VERTICAL,0.00,RM,02032025RM838,0.0000,0.000000
V2.5HBLK,VERTICAL 2500LT HEAVY BLACK,TANKS VERTICAL,0.00,RM,02032025RM839,0.0000,0.000000
V2.5HCB,VERTICAL 2500LT HEAVY COFFEE BROWN,TANKS VERTICAL,-1.00,RM,02032025RM840,0.0000,0.000000
V2.5HDG,VERTICAL 2500LT HEAVY DARK GREEN,TANKS VERTICAL,-2.00,RM,02032025RM841,0.0000,0.000000
V2.5HGR,VERTICAL 2500LT HEAVY GREY 816,TANKS VERTICAL,-6.00,RM,02032025RM842,0.0000,0.000000
V2.5HN,VERTICAL 2500LT HEAVY NATURAL,TANKS VERTICAL,-12.00,RM,02032025RM843,0.0000,0.000000
V2.5HPB,VERTICAL 2500LT HEAVY PATH BLUE,TANKS VERTICAL,-6.00,RM,02032025RM1344,0.0000,0.000000
V2.5HSG,VERTICAL 2500LT HEAVY SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM844,0.0000,0.000000
V2.5HSSG,VERTICAL 2500LT HEAVY SECONDS SAGE GREEN,SECONDS,0.00,RM,02032025RM845,0.0000,0.000000
V2.5HY,VERTICAL 2500LT HEAVY YELLOW,TANKS VERTICAL,0.00,RM,02032025RM846,0.0000,0.000000
V2.5MB,VERTICAL 2500LT MEDIUM BEIGE,TANKS VERTICAL,0.00,RM,02032025RM847,0.0000,0.000000
V2.5MBL,VERTICAL 2500LT MEDIUM BLUE,TANKS VERTICAL,-2.00,RM,02032025RM848,0.0000,0.000000
V2.5MBLK,VERTICAL 2500LT MEDIUM BLACK,TANKS VERTICAL,0.00,RM,02032025RM849,0.0000,0.000000
V2.5MDG,VERTICAL 2500LT MEDIUM DARK GREEN,TANKS VERTICAL,-3.00,RM,02032025RM850,0.0000,0.000000
V2.5MGR,VERTICAL 2500LT MEDIUM GREY 816,TANKS VERTICAL,-1.00,RM,02032025RM1453,0.0000,0.000000
V2.5MHK,VERTICAL 2500LT MEDIUM HENRED KHAKI,TANKS VERTICAL,0.00,RM,02032025RM851,0.0000,0.000000
V2.5MN,VERTICAL 2500LT MEDIUM NATURAL,TANKS VERTICAL,-71.00,RM,02032025RM852,0.0000,0.000000
V2.5MSBLK,VERTICAL 2500LT MEDIUM SECONDS BLACK,SECONDS,0.00,RM,02032025RM853,0.0000,0.000000
V2.5MSG,VERTICAL 2500LT MEDIUM SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM854,0.0000,0.000000
V2.5MSN,VERTICAL 2500LT MEDIUM SECONDS NATURAL,SECONDS,0.00,RM,02032025RM855,0.0000,0.000000
V2.5MY,VERTICAL 2500LT MEDIUM YELLOW,TANKS VERTICAL,0.00,RM,02032025RM856,0.0000,0.000000
V2.5WB,VERTICAL 2500LT WATER BEIGE,TANKS VERTICAL,-156.00,RM,02032025RM857,0.0000,0.000000
V2.5WBL,VERTICAL 2500LT WATER BLUE,TANKS VERTICAL,-2.00,RM,02032025RM858,0.0000,0.000000
V2.5WBLK,VERTICAL 2500LT WATER BLACK,TANKS VERTICAL,0.00,RM,02032025RM859,0.0000,0.000000
V2.5WBO,VERTICAL 2500L WATER BRONZE OLIVE,TANKS VERTICAL,-229.00,RM,02032025RM1325,0.0000,0.000000
V2.5WBSH,VERTICAL 2500LT WATER BEIGE S/HAND,SECONDS,0.00,RM,02032025RM860,0.0000,0.000000
V2.5WCB,VERTICAL 2500LT WATER COFFEE BROWN,TANKS VERTICAL,-129.00,RM,02032025RM861,0.0000,0.000000
V2.5WCBS,V 2500LT WATER COFFEE BROWN SECONDS,SECONDS,-1.00,RM,02032025RM862,0.0000,0.000000
V2.5WCG,VERTICAL 2500LT WATER CAPE GREEN,TANKS VERTICAL,0.00,RM,02032025RM863,0.0000,0.000000
V2.5WCGR,VERTICAL 2500LT WATER CHARCOAL GREY 29708,TANKS VERTICAL,-1.00,RM,02032025RM1412,0.0000,0.000000
V2.5WDG,VERTICAL 2500LT WATER DARK GREEN,TANKS VERTICAL,-491.00,RM,02032025RM864,0.0000,0.000000
V2.5WDGR,VERTICAL 2500LT WATER DARK GREY (816),TANKS VERTICAL,-2.00,RM,02032025RM865,0.0000,0.000000
V2.5WDGS,VERTICAL 2500LT WATER DARK GREEN SECOND,SECONDS,-2.00,RM,02032025RM866,0.0000,0.000000
V2.5WGR,VERTICAL 2500LT WATER GREY,TANKS VERTICAL,-127.00,RM,02032025RM867,0.0000,0.000000
V2.5WGRS,VERTICAL 2500LT WATER GREY SECONDS,SECONDS,-2.00,RM,02032025RM868,0.0000,0.000000
V2.5WHK,VERTICAL 2500LT WATER HENRED KHAKI,TANKS VERTICAL,0.00,RM,02032025RM869,0.0000,0.000000
V2.5WJDG,VERTICAL 2500LT WATER J/D GREEN,TANKS VERTICAL,0.00,RM,02032025RM870,0.0000,0.000000
V2.5WN,VERTICAL 2500LT WATER NATURAL,TANKS VERTICAL,0.00,RM,02032025RM871,0.0000,0.000000
V2.5WR,VERTICAL 2500LT WATER RED,TANKS VERTICAL,0.00,RM,02032025RM872,0.0000,0.000000
V2.5WSB,VERTICAL 2500LT WATER SECONDS BEIGE,SECONDS,-1.00,RM,02032025RM873,0.0000,0.000000
V2.5WSBLK,VERTICAL 2500LT WATER SECONDS BLK,SECONDS,0.00,RM,02032025RM874,0.0000,0.000000
V2.5WSG,VERTICAL 2500LT WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM875,0.0000,0.000000
V2.5WSGSH,VERTICAL 2500LT WATER SAGE GREEN S/HAND,SECONDS,0.00,RM,02032025RM876,0.0000,0.000000
V2.5WSJDG,VERTICAL 2500LT WATER SECONDS J/D GREEN,SECONDS,0.00,RM,02032025RM877,0.0000,0.000000
V2.5WSSG,VERTICAL 2500LT WATER SECONDS SAGE GREEN,SECONDS,0.00,RM,02032025RM878,0.0000,0.000000
V2.5WSY,VERTICAL 2500LT WATER SECONDS YELLOW,SECONDS,0.00,RM,02032025RM879,0.0000,0.000000
V2.5WVBL,VERTICAL 2500LT WATER VODACOM BLUE,TANKS VERTICAL,-1.00,RM,02032025RM1424,0.0000,0.000000
V2.5WY,VERTICAL 2500LT WATER YELLOW,TANKS VERTICAL,0.00,RM,02032025RM880,0.0000,0.000000
V20.0HBL,VERTICAL 20 000LT HEAVY BLUE,TANKS VERTICAL,0.00,RM,02032025RM881,0.0000,0.000000
V20.0M,VERTICAL 20 000LT MEDIUM,TANKS VERTICAL,1.00,RM,02032025RM882,32000.0000,32000.000000
V20.0WBL,VERTICAL 20 000LT WATER BLUE,TANKS VERTICAL,0.00,RM,02032025RM883,0.0000,0.000000
V20.0WDG,VERTICAL 20 000LT WATER DARK GREEN,TANKS VERTICAL,-6.00,RM,02032025RM884,0.0000,0.000000
V5.5EH,VERTICAL 5500LT EXTRA HEAVY,TANKS VERTICAL,0.00,RM,02032025RM885,0.0000,0.000000
V5.5HBL,VERTICAL 5500LT HEAVY BLUE,TANKS VERTICAL,0.00,RM,02032025RM886,0.0000,0.000000
V5.5HDG,VERTICAL 5500LT HEAVY DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM887,0.0000,0.000000
V5.5HGR,VERTICAL 5500LT HEAVY GREY,TANKS VERTICAL,0.00,RM,02032025RM888,0.0000,0.000000
V5.5HJDG,VERTICAL 5500LT HEAVY JOHN DEERE GREEN,TANKS VERTICAL,0.00,RM,02032025RM889,0.0000,0.000000
V5.5HJDGULTRA,VERTICAL 5500LT HEAVY J/D GREEN ULTRASP,TANKS VERTICAL,0.00,RM,02032025RM890,0.0000,0.000000
V5.5HN,VERTICAL 5500LT HEAVY NATURAL,TANKS VERTICAL,-1.00,RM,02032025RM891,0.0000,0.000000
V5.5HS,VERTICAL 5500LT HEAVY SECONDS,SECONDS,0.00,RM,02032025RM892,0.0000,0.000000
V5.5MDG,VERTICAL 5500LT MEDIUM DARK GREEN,TANKS VERTICAL,0.00,RM,02032025RM893,0.0000,0.000000
V5.5MJDGULTRA,VERTICAL 5500LT MEDIUM J/D GREEN ULTRASP,TANKS VERTICAL,0.00,RM,02032025RM894,0.0000,0.000000
V5.5MN,VERTICAL 5500LT MEDIUM NATURAL,TANKS VERTICAL,0.00,RM,02032025RM895,0.0000,0.000000
V5.5MSG,VERTICAL 5500LT MEDIUM SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM896,0.0000,0.000000
V5.5WB,VERTICAL 5500LT WATER BEIGE,TANKS VERTICAL,-3.00,RM,02032025RM897,0.0000,0.000000
V5.5WBL,VERTICAL 5500LT WATER BLUE,TANKS VERTICAL,0.00,RM,02032025RM898,0.0000,0.000000
V5.5WCB,VERTICAL 5500LT WATER COFFEE BROWN,TANKS VERTICAL,0.00,RM,02032025RM899,0.0000,0.000000
V5.5WDG,VERTICAL 5500LT WATER DARK GREEN,TANKS VERTICAL,-3.00,RM,02032025RM900,0.0000,0.000000
V5.5WGR,VERTICAL 5500LT WATER GREY,TANKS VERTICAL,-3.00,RM,02032025RM901,0.0000,0.000000
V5.5WGR29708,VERTICAL 5500LT WATER GREY 29708,TANKS VERTICAL,-1.00,RM,02032025RM1432,0.0000,0.000000
V5.5WR,VERTICAL 5500LT WATER RED,TANKS VERTICAL,0.00,RM,02032025RM902,0.0000,0.000000
V5.5WS,VERTICAL 5500LT WATER SECONDS,SECONDS,0.00,RM,02032025RM903,0.0000,0.000000
V5.5WSG,VERTICAL 5500LT WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM904,0.0000,0.000000
V5.5WY,VERTICAL 5500LT WATER YELLOW,TANKS VERTICAL,0.00,RM,02032025RM905,0.0000,0.000000
V8.0EH,VERTICAL 8000LT EXTRA HEAVY,TANKS VERTICAL,0.00,RM,02032025RM906,0.0000,0.000000
V8.0HBL,VERTICAL 8000LT HEAVY BLUE,TANKS VERTICAL,0.00,RM,02032025RM907,0.0000,0.000000
V8.0HDG,VERTICAL 8000LT HEAVY DARK GREEN,TANKS VERTICAL,-5.00,RM,02032025RM909,0.0000,0.000000
V8.0HS,VERTICAL 8000LT HEAVY SECONDS,SECONDS,0.00,RM,02032025RM908,0.0000,0.000000
V8.0MDG,VERTICAL 8000LT MEDIUM DARK GREEN,TANKS VERTICAL,-4.00,RM,02032025RM910,0.0000,0.000000
V8.0MS,VERTICAL 8000LT MEDIUM SECOND,SECONDS,0.00,RM,02032025RM911,0.0000,0.000000
V8.0MSG,VERTICAL 8000LT MEDIUM SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM912,0.0000,0.000000
V8.0WB,VERTICAL 8000LT WATER BEIGE,TANKS VERTICAL,-1.00,RM,02032025RM913,0.0000,0.000000
V8.0WBL,VERTICAL 8000LT WATER BLUE,TANKS VERTICAL,-1.00,RM,02032025RM914,0.0000,0.000000
V8.0WCB,VERTICAL 8000LT WATER COFFEE BROWN,TANKS VERTICAL,-1.00,RM,02032025RM915,0.0000,0.000000
V8.0WDG,VERTICAL 8000LT WATER DARK GREEN,TANKS VERTICAL,-1.00,RM,02032025RM916,0.0000,0.000000
V8.0WDGS,VERTICAL 8000LT WATER DARK GREEN SECONDS,SECONDS,0.00,RM,02032025RM917,0.0000,0.000000
V8.0WGR,VERTICAL 8000LT WATER GREY,TANKS VERTICAL,-3.00,RM,02032025RM918,0.0000,0.000000
V8.0WN,VERTICAL 8000LT WATER NATURAL,TANKS VERTICAL,0.00,RM,02032025RM919,0.0000,0.000000
V8.0WSG,VERTICAL 8000LT WATER SAGE GREEN,TANKS VERTICAL,0.00,RM,02032025RM920,0.0000,0.000000
V8.0WSSG,VERTICAL 8000LT WATER SECONDS SAGE GREEN,SECONDS,0.00,RM,02032025RM921,0.0000,0.000000
VB10.0WB,VERTICAL 10 000LT BUDGET WATER BEIGE,TANKS VERTICAL,0.00,RM,02032025RM922,0.0000,0.000000
VB10.0WCB,VERTICAL 10000LT BUDGET WATER COFF BROWN,TANKS VERTICAL,0.00,RM,02032025RM923,0.0000,0.000000
VB10.0WCG,VERTICAL 10 000L BUDGET WATER CHARCOAL GREY 29708,TANKS VERTICAL,-1.00,RM,02032025RM1314,0.0000,0.000000
VB10.0WDG,VERTICAL 10000LT BUDGET WATER DARK GREEN,TANKS VERTICAL,-46.00,RM,02032025RM924,0.0000,0.000000
