ItemCode,Description,CategoryDescript,Sum_Qty,StoreCode,LotNumber,Unit_Cost,Value_On_Hand,TextUserField1,TextUserField2,TextUserField3,NumericUserField1,NumericUserField2,NumericUserField3
TANKINT650X200-F,Tank Int 650 x 200 - 50LT,Isinkwe Energies,10,W317,29042025W3172267,0.0000,0.0000,W317,,,0.00,0.00,0.00
TANKINT650X225-58L,Tank Int 65x225 -58L,Isinkwe Energies,9,Y122,29042025Y1222005,0.0000,0.0000,Y122,,,0.00,0.00,0.00
TANKINT650X225-B,Tank Int 650 x 225 - 58LT,Isinkwe Energies,7,X219,29042025X2191755,0.0000,0.0000,X219,,,0.00,0.00,0.00
TANKINT650X225-C,Tank Ink 650x225 - 58LT,Isinkwe Energies,10,W014,29042025W0141762,0.0000,0.0000,W014,,,0.00,0.00,0.00
TANKINT650X225-D,Tank Int 650x225 - 58LT,Isinkwe Energies,7,Y048,29042025Y0481763,0.0000,0.0000,Y048,,,0.00,0.00,0.00
TANKINT650X250,Tank Internal 650x250 - 66LT,Isinkwe Energies,8,W319,29042025W3192202,0.0000,0.0000,W319,,,0.00,0.00,0.00
TANKINT650X250-A,Tank Internal 650x250 - 66LT,Isinkwe Energies,3,Y106,29042025Y1062268,0.0000,0.0000,Y106,,,0.00,0.00,0.00
TANKINT680X225-A,Tank Int 680x225 - 62LT,Isinkwe Energies,8,X144,29042025X1442203,0.0000,0.0000,X144,,,0.00,0.00,0.00
TANKINT680X225-B,Tank Int 680x225 - 62LT,Isinkwe Energies,2,W326,29042025W3262208,0.0000,0.0000,W326,,,0.00,0.00,0.00
TANKINT680X240,Tank Int 680x240 - 68LT,Isinkwe Energies,8,W002,29042025W0021840,0.0000,0.0000,W002,,,0.00,0.00,0.00
TANKINT680X240-68L-B,Tank Int 680x240-68L,Isinkwe Energies,8,Y051,29042025Y0512006,0.0000,0.0000,Y051,,,0.00,0.00,0.00
TANKINT680X240-A,Tank Int 680x240 - 68LT,Isinkwe Energies,4,Y115,29042025Y1151975,0.0000,0.0000,Y115,,,0.00,0.00,0.00
TANKINT680X240-B,Tank Int 680x240 - 68LT,Isinkwe Energies,7,W007,29042025W0072204,0.0000,0.0000,W007,,,0.00,0.00,0.00
TANKINT680X240-C,Tank Int 680x240 - 68LT,Isinkwe Energies,10,X118,29042025X1182262,0.0000,0.0000,X118,,,0.00,0.00,0.00
TANKINT680X240-D,Tank Int 680x240 - 68LT,Isinkwe Energies,10,W005,29042025W0052263,0.0000,0.0000,W005,,,0.00,0.00,0.00
TANKINT680X240-E,Tank Int 680x240 - 68LT,Isinkwe Energies,10,W316,29042025W3162264,0.0000,0.0000,W316,,,0.00,0.00,0.00
TCBS380,Sweetdreams Grey Malange Campcot,Bambino,25,N119,29042025N1191935,0.0000,0.0000,N119,,,0.00,0.00,0.00
TCBS380-A,Sweetdreams Grey Malange Campcot,Bambino,25,N116,29042025N1161953,0.0000,0.0000,N116,,,0.00,0.00,0.00
TCBS380-B,Sweetdreams Grey Malange Campcot,Bambino,25,N117,29042025N1171936,0.0000,0.0000,N117,,,0.00,0.00,0.00
TCBS380-D,Sweetdreams Grey Malange Campcot,Bambino,25,N118,29042025N1181937,0.0000,0.0000,N118,,,0.00,0.00,0.00
TCBS380-E,Sweetdreams Grey Malange Campcot,Bambino,25,N114,29042025N1141938,0.0000,0.0000,N114,,,0.00,0.00,0.00
TCBS380-F,Sweetdreams Grey Malange Campcot,Bambino,25,N115,29042025N1151939,0.0000,0.0000,N115,,,0.00,0.00,0.00
TCBS380-G,Sweetdreams Grey Malange Campcot,Bambino,25,N112,29042025N1121940,0.0000,0.0000,N112,,,0.00,0.00,0.00
TCBS380-H,Sweetdreams Grey Malange Campcot,Bambino,25,N111,29042025N1111941,0.0000,0.0000,N111,,,0.00,0.00,0.00
TCBS380-I,Sweetdreams Grey Malange Campcot,Bambino,25,N110,29042025N1101942,0.0000,0.0000,N110,,,0.00,0.00,0.00
TCBS380-J,Sweetdreams Grey Malange Campcot,Bambino,25,N109,29042025N1091943,0.0000,0.0000,N109,,,0.00,0.00,0.00
TCBS400,Side By Side Playard,Bambino,20,N201,29042025N2011629,0.0000,0.0000,N201,,,0.00,0.00,0.00
TCBS400-AA,Side By Side Playard,Bambino,20,N228,29042025N2282060,0.0000,0.0000,N228,,,0.00,0.00,0.00
TCBS400-AB,Side By Side Playard,Bambino,20,N231,29042025N2312061,0.0000,0.0000,N231,,,0.00,0.00,0.00
TCBS400-AC,Side By Side Playard,Bambino,20,N232,29042025N2322062,0.0000,0.0000,N232,,,0.00,0.00,0.00
TCBS400-AD,Side By Side Playard,Bambino,20,N135,29042025N1352063,0.0000,0.0000,N135,,,0.00,0.00,0.00
TCBS400-AE,Side By Side Playard,Bambino,20,N234,29042025N2342064,0.0000,0.0000,N234,,,0.00,0.00,0.00
TCBS400-AF,Side By Side Playard,Bambino,20,N235,29042025N2352065,0.0000,0.0000,N235,,,0.00,0.00,0.00
TCBS400-AG,Side By Side Playard,Bambino,20,N236,29042025N2362066,0.0000,0.0000,N236,,,0.00,0.00,0.00
TCBS400-AH,Side By Side Playard,Bambino,20,N237,29042025N2372067,0.0000,0.0000,N237,,,0.00,0.00,0.00
TCBS400-AI,Side By Side Playard,Bambino,20,N137,29042025N1372068,0.0000,0.0000,N137,,,0.00,0.00,0.00
TCBS400-AJ,Side By Side Playard,Bambino,20,O034,29042025O0342069,0.0000,0.0000,O034,,,0.00,0.00,0.00
TCBS400-AK,Side By Side Playard,Bambino,20,N204,29042025N2042070,0.0000,0.0000,N204,,,0.00,0.00,0.00
TCBS400-AL,Side By Side Playard,Bambino,20,N218,29042025N2182071,0.0000,0.0000,N218,,,0.00,0.00,0.00
TCBS400-D,Side By Side Playard,Bambino,20,N131,29042025N1311630,0.0000,0.0000,N131,,,0.00,0.00,0.00
TCBS400-E,Side By Side Playard,Bambino,20,N202,29042025N2021631,0.0000,0.0000,N202,,,0.00,0.00,0.00
TCBS400-G,Side By Side Playard,Bambino,20,N103,29042025N1031944,0.0000,0.0000,N103,,,0.00,0.00,0.00
TCBS400-K,Side By Side Playard,Bambino,20,N101,29042025N1011945,0.0000,0.0000,N101,,,0.00,0.00,0.00
TCBS400-L,Side By Side Playard,Bambino,20,N104,29042025N1041965,0.0000,0.0000,N104,,,0.00,0.00,0.00
TCBS400-M,Side By Side Playard,Bambino,20,N210,29042025N2102052,0.0000,0.0000,N210,,,0.00,0.00,0.00
TCBS400-N,Side By Side Playard,Bambino,20,N211,29042025N2112053,0.0000,0.0000,N211,,,0.00,0.00,0.00
TCBS400-O,Side By Side Playard,Bambino,20,N212,29042025N2122054,0.0000,0.0000,N212,,,0.00,0.00,0.00
TCBS400-P,Side By Side Playard,Bianomy,20,N213,29042025N2132055,0.0000,0.0000,N213,,,0.00,0.00,0.00
TCBS400-Q,Side By Side Playard,Bambino,20,N214,29042025N2142056,0.0000,0.0000,N214,,,0.00,0.00,0.00
TCBS400-R,Side By Side Playard,Bambino,20,N215,29042025N2152057,0.0000,0.0000,N215,,,0.00,0.00,0.00
TCBS400-S,Side By Side Playard,Bambino,20,N216,29042025N2162058,0.0000,0.0000,N216,,,0.00,0.00,0.00
TCBS400-V,Side By Side Playard,Bambino,1,N219,29042025N2192059,0.0000,0.0000,N219,,,0.00,0.00,0.00
WACB029-A,F1 Racer Walker,Bambino,24,N105,29042025N1051701,0.0000,0.0000,N105,,,0.00,0.00,0.00
WACB029-AA,F1 Racer Walker,Bambino,10,R226,29042025R2262166,0.0000,0.0000,R226,,,0.00,0.00,0.00
WACB029-AB,F1 Racer Walker,Bambino,10,R229,29042025R2292167,0.0000,0.0000,R229,,,0.00,0.00,0.00
WACB029-AC,F1 Racer Walker,Bambino,10,R114,29042025R1142168,0.0000,0.0000,R114,,,0.00,0.00,0.00
WACB029-AD,F1 Racer Walker,Bambino,10,R117,29042025R1172169,0.0000,0.0000,R117,,,0.00,0.00,0.00
WACB029-AE,F1 Racer Walker,Bambino,10,R138,29042025R1382170,0.0000,0.0000,R138,,,0.00,0.00,0.00
WACB029-AF,F1 Racer Walker,Bambino,10,R108,29042025R1082171,0.0000,0.0000,R108,,,0.00,0.00,0.00
WACB029-AG,F1 Racer Walker,Bambino,10,R126,29042025R1262172,0.0000,0.0000,R126,,,0.00,0.00,0.00
WACB029-AH,F1 Racer Walker,Bambino,10,R129,29042025R1292173,0.0000,0.0000,R129,,,0.00,0.00,0.00
WACB029-AI,F1 Racer Walker,Bambino,10,R123,29042025R1232174,0.0000,0.0000,R123,,,0.00,0.00,0.00
WACB029-AJ,F1 Racer Walker,Bambino,10,R132,29042025R1322175,0.0000,0.0000,R132,,,0.00,0.00,0.00
WACB029-AK,F1 Racer Walker,Bambino,10,R135,29042025R1352176,0.0000,0.0000,R135,,,0.00,0.00,0.00
WACB029-AL,F1 Racer Walker,Bambino,3,R105,29042025R1052177,0.0000,0.0000,R105,,,0.00,0.00,0.00
WACB029-B,F1 Racer Walker,Bambino,24,N106,29042025N1061704,0.0000,0.0000,N106,,,0.00,0.00,0.00
WACB029-C,F1 Racer Walker,Bambino,22,N113,29042025N1131703,0.0000,0.0000,N113,,,0.00,0.00,0.00
WACB029-D,F1 Racer Walker,Bambino,22,N229,29042025N2291705,0.0000,0.0000,N229,,,0.00,0.00,0.00
WACB029-E,F1 Racer Walker,Bambino,11,J326,29042025J3261721,0.0000,0.0000,J326,,,0.00,0.00,0.00
WACB029-F,F1 Racer Walker,Bambino,22,N139,29042025N1391722,0.0000,0.0000,N139,,,0.00,0.00,0.00
WACB029-G,F1 Racer Walker,Bambino,22,N307,29042025N3071723,0.0000,0.0000,N307,,,0.00,0.00,0.00
WACB029-I,F1 Racer Walker,Bambino,22,N308,29042025N3081724,0.0000,0.0000,N308,,,0.00,0.00,0.00
WACB029-J,F1 Racer Walker,Bambino,10,J232,29042025J2321725,0.0000,0.0000,J232,,,0.00,0.00,0.00
WACB029-K,F1 Racer Walker,Bambino,10,J235,29042025J2351726,0.0000,0.0000,J235,,,0.00,0.00,0.00
WACB029-L,F1 Racer Walker,Bambino,11,J338,29042025J3381727,0.0000,0.0000,J338,,,0.00,0.00,0.00
WACB029-M,F1 Racer Walker,Bambino,11,J238,29042025J2381728,0.0000,0.0000,J238,,,0.00,0.00,0.00
WACB029-N,F1 Racer Walker,Bambino,11,J335,29042025J3351729,0.0000,0.0000,J335,,,0.00,0.00,0.00
WACB029-O,F1 Racer Walker,Bambino,12,N222,29042025N2221730,0.0000,0.0000,N222,,,0.00,0.00,0.00
WACB029-P,F1 Racer Walker,Bambino,11,J332,29042025J3321731,0.0000,0.0000,J332,,,0.00,0.00,0.00
WACB029-Q,F1 Racer Walker,Bambino,11,J329,29042025J3291732,0.0000,0.0000,J329,,,0.00,0.00,0.00
WACB029-S,F1 Racer Walker,Bambino,11,J323,29042025J3231733,0.0000,0.0000,J323,,,0.00,0.00,0.00
WACB030,2 in 1 Walker Rocker Turquoise,Bambino,24,N206,29042025N2061702,0.0000,0.0000,N206,,,0.00,0.00,0.00
WACB030-A,2 in 1 Walker Rocker,Bambino,11,K214,29042025K2141947,0.0000,0.0000,K214,,,0.00,0.00,0.00
WACB030-AB,2 in 1 Walker Rocker,Bambino,22,N125,29042025N1252142,0.0000,0.0000,N125,,,0.00,0.00,0.00
WACB030-AE,2 in 1 Walker Rocker,Bambino,22,N230,29042025N2302143,0.0000,0.0000,N230,,,0.00,0.00,0.00
WACB030-AF,2 in 1 Walker Rocker,Bambino,22,N233,29042025N2332144,0.0000,0.0000,N233,,,0.00,0.00,0.00
WACB030-AH,2 in 1 Walker Rocker,Bambino,22,N138,29042025N1382145,0.0000,0.0000,N138,,,0.00,0.00,0.00
WACB030-AI,2 in 1 Walker Rocker,Bambino,11,J223,29042025J2232146,0.0000,0.0000,J223,,,0.00,0.00,0.00
WACB030-B,2 in 1 Walker Rocker,Bambino,11,K217,29042025K2171948,0.0000,0.0000,K217,,,0.00,0.00,0.00
WACB030-C,2 in 1 Walker Rocker,Bambino,11,K220,29042025K2201706,0.0000,0.0000,K220,,,0.00,0.00,0.00
WACB030-D,2 in 1 Walker Rocker,Bambino,11,K223,29042025K2231707,0.0000,0.0000,K223,,,0.00,0.00,0.00
WACB030-E,2 in 1 Walker Rocker,Bambino,11,K226,29042025K2261708,0.0000,0.0000,K226,,,0.00,0.00,0.00
WACB030-F,2 in 1 Walker Rocker,Bambino,11,K211,29042025K2111709,0.0000,0.0000,K211,,,0.00,0.00,0.00
WACB030-G,2 in 1 Walker Rocker,Bambino,11,K229,29042025K2291710,0.0000,0.0000,K229,,,0.00,0.00,0.00
WACB030-H,2 in 1 Walker Rocker,Bambino,22,N221,29042025N2211711,0.0000,0.0000,N221,,,0.00,0.00,0.00
WACB030-J,2 in 1 Walker Rocker,Bambino,12,K205,29042025K2051712,0.0000,0.0000,K205,,,0.00,0.00,0.00
WACB030-N,2 in 1 Walker Rocker,Bambino,22,N120,29042025N1201713,0.0000,0.0000,N120,,,0.00,0.00,0.00
WACB030-O,2 in 1 Walker Rocker,Bambino,11,K232,29042025K2321714,0.0000,0.0000,K232,,,0.00,0.00,0.00
WACB030-P,2 in 1 Walker Rocker,Bambino,11,K235,29042025K2351715,0.0000,0.0000,K235,,,0.00,0.00,0.00
WACB030-Q,2 in 1 Walker Rocker,Bambino,11,K238,29042025K2381716,0.0000,0.0000,K238,,,0.00,0.00,0.00
WACB030-R,2 in 1 Walker Rocker,Bambino,11,K102,29042025K1021717,0.0000,0.0000,K102,,,0.00,0.00,0.00
WACB030-S,2 in 1 Walker Rocker,Bambino,11,J220,29042025J2201718,0.0000,0.0000,J220,,,0.00,0.00,0.00
WACB030-T,2 in 1 Walker Rocker,Bambino,12,K202,29042025K2021719,0.0000,0.0000,K202,,,0.00,0.00,0.00
WACB030-V,2 in 1 Walker Rocker,Bambino,22,N209,29042025N2091720,0.0000,0.0000,N209,,,0.00,0.00,0.00
WACB030-W,2 in 1 Walker Rocker,Bambino,22,N208,29042025N2081949,0.0000,0.0000,N208,,,0.00,0.00,0.00
WACB030-X,2 in 1 Walker Rocker,Bambino,22,N207,29042025N2071950,0.0000,0.0000,N207,,,0.00,0.00,0.00
WACB030-Y,2 in 1 Walker Rocker,Bambino,1,N205,29042025N2051951,0.0000,0.0000,N205,,,0.00,0.00,0.00
